"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lumensyvyys maksimi [cm]","Sademäärä maksimi [mm]","Ilman lämpötila maksimi [°C]"
"Espoo Tapiola","2022","2","6","00:00","46","0","-0.2"
"Espoo Tapiola","2022","2","6","01:00","46","0","-2.2"
"Espoo Tapiola","2022","2","6","02:00","46","0","-3.3"
"Espoo Tapiola","2022","2","6","03:00","46","0","-3.7"
"Espoo Tapiola","2022","2","6","04:00","46","0","-1.9"
"Espoo Tapiola","2022","2","6","05:00","46","0","0.1"
"Espoo Tapiola","2022","2","6","06:00","46","0","0.5"
"Espoo Tapiola","2022","2","6","07:00","46","0","0.7"
"Espoo Tapiola","2022","2","6","08:00","46","0","0.8"
"Espoo Tapiola","2022","2","6","09:00","46","0","0.8"
"Espoo Tapiola","2022","2","6","10:00","46","0.08","0.7"
"Espoo Tapiola","2022","2","6","11:00","46","0.22","0.6"
"Espoo Tapiola","2022","2","6","12:00","46","0.15","0.6"
"Espoo Tapiola","2022","2","6","13:00","46","0.18","0.5"
"Espoo Tapiola","2022","2","6","14:00","46","0.12","0.7"
"Espoo Tapiola","2022","2","6","15:00","46","0.08","1"
"Espoo Tapiola","2022","2","6","16:00","46","0.07","1.3"
"Espoo Tapiola","2022","2","6","17:00","46","0","1.4"
"Espoo Tapiola","2022","2","6","18:00","46","0","1.3"
"Espoo Tapiola","2022","2","6","19:00","46","0","1.4"
"Espoo Tapiola","2022","2","6","20:00","45","0","1.3"
"Espoo Tapiola","2022","2","6","21:00","45","0","1.3"
"Espoo Tapiola","2022","2","6","22:00","45","0","1.2"
"Espoo Tapiola","2022","2","6","23:00","45","0","1.1"
"Espoo Tapiola","2022","2","7","00:00","45","0","0.9"
"Espoo Tapiola","2022","2","7","01:00","45","0","1"
"Espoo Tapiola","2022","2","7","02:00","44","0","0.9"
"Espoo Tapiola","2022","2","7","03:00","44","0","0.9"
"Espoo Tapiola","2022","2","7","04:00","44","0","0.7"
"Espoo Tapiola","2022","2","7","05:00","44","0","0.7"
"Espoo Tapiola","2022","2","7","06:00","44","0","0.4"
"Espoo Tapiola","2022","2","7","07:00","44","0","0.4"
"Espoo Tapiola","2022","2","7","08:00","44","0","0.3"
"Espoo Tapiola","2022","2","7","09:00","44","0","0.4"
"Espoo Tapiola","2022","2","7","10:00","44","0","0.5"
"Espoo Tapiola","2022","2","7","11:00","43","0","0.6"
"Espoo Tapiola","2022","2","7","12:00","43","0","0.6"
"Espoo Tapiola","2022","2","7","13:00","43","0","0.9"
"Espoo Tapiola","2022","2","7","14:00","43","0","1.2"
"Espoo Tapiola","2022","2","7","15:00","42","0","1.1"
"Espoo Tapiola","2022","2","7","16:00","42","0","1.1"
"Espoo Tapiola","2022","2","7","17:00","42","0","0.9"
"Espoo Tapiola","2022","2","7","18:00","42","0","0.9"
"Espoo Tapiola","2022","2","7","19:00","42","0","0.6"
"Espoo Tapiola","2022","2","7","20:00","42","0","0.6"
"Espoo Tapiola","2022","2","7","21:00","41","0","0.4"
"Espoo Tapiola","2022","2","7","22:00","41","0","0.4"
"Espoo Tapiola","2022","2","7","23:00","41","0.05","0.2"
"Espoo Tapiola","2022","2","8","00:00","41","0","0.2"
"Espoo Tapiola","2022","2","8","01:00","41","0","0"
"Espoo Tapiola","2022","2","8","02:00","41","0","-0.4"
"Espoo Tapiola","2022","2","8","03:00","41","0","-0.1"
"Espoo Tapiola","2022","2","8","04:00","41","0","-0.1"
"Espoo Tapiola","2022","2","8","05:00","41","0","-0.8"
"Espoo Tapiola","2022","2","8","06:00","41","0","-1.5"
"Espoo Tapiola","2022","2","8","07:00","41","0","-2.3"
"Espoo Tapiola","2022","2","8","08:00","41","0","-2.6"
"Espoo Tapiola","2022","2","8","09:00","41","0","-2.5"
"Espoo Tapiola","2022","2","8","10:00","41","0","-2.3"
"Espoo Tapiola","2022","2","8","11:00","41","0","-1.3"
"Espoo Tapiola","2022","2","8","12:00","41","0","0"
"Espoo Tapiola","2022","2","8","13:00","41","0","0.7"
"Espoo Tapiola","2022","2","8","14:00","41","0","0.8"
"Espoo Tapiola","2022","2","8","15:00","41","0.13","0.4"
"Espoo Tapiola","2022","2","8","16:00","42","0.23","-0.2"
"Espoo Tapiola","2022","2","8","17:00","43","0.27","0"
"Espoo Tapiola","2022","2","8","18:00","44","0.27","0.1"
"Espoo Tapiola","2022","2","8","19:00","44","0.07","0.1"
"Espoo Tapiola","2022","2","8","20:00","45","0.03","0.3"
"Espoo Tapiola","2022","2","8","21:00","45","0","0.4"
"Espoo Tapiola","2022","2","8","22:00","45","0","0.8"
"Espoo Tapiola","2022","2","8","23:00","45","0","1"
"Espoo Tapiola","2022","2","9","00:00","45","0","0.9"
"Espoo Tapiola","2022","2","9","01:00","45","0","1"
"Espoo Tapiola","2022","2","9","02:00","45","0","0.3"
"Espoo Tapiola","2022","2","9","03:00","45","0","-0.6"
"Espoo Tapiola","2022","2","9","04:00","45","0","-1"
"Espoo Tapiola","2022","2","9","05:00","44","0","-1.5"
"Espoo Tapiola","2022","2","9","06:00","44","0","-2.1"
"Espoo Tapiola","2022","2","9","07:00","44","0","-2.8"
"Espoo Tapiola","2022","2","9","08:00","44","0","-3.2"
"Espoo Tapiola","2022","2","9","09:00","44","0","-2.8"
"Espoo Tapiola","2022","2","9","10:00","44","0","-2.5"
"Espoo Tapiola","2022","2","9","11:00","44","0","-0.3"
"Espoo Tapiola","2022","2","9","12:00","44","0","1.5"
"Espoo Tapiola","2022","2","9","13:00","44","0","1.7"
"Espoo Tapiola","2022","2","9","14:00","44","0","1.9"
"-","2022","2","9","15:00","-","-","-"
"Espoo Tapiola","2022","2","9","16:00","44","-","2.1"
"Espoo Tapiola","2022","2","9","17:00","44","0","2.1"
"Espoo Tapiola","2022","2","9","18:00","43","0.08","2.1"
"Espoo Tapiola","2022","2","9","19:00","43","0.08","2.2"
"Espoo Tapiola","2022","2","9","20:00","43","0.07","2.2"
"Espoo Tapiola","2022","2","9","21:00","42","0.43","2"
"Espoo Tapiola","2022","2","9","22:00","42","0.03","2"
"Espoo Tapiola","2022","2","9","23:00","42","0","2.3"
"Espoo Tapiola","2022","2","10","00:00","42","0","2.4"
"Espoo Tapiola","2022","2","10","01:00","42","0","2.1"
"Espoo Tapiola","2022","2","10","02:00","42","0","1.5"
"Espoo Tapiola","2022","2","10","03:00","41","0","1"
"Espoo Tapiola","2022","2","10","04:00","41","0","0.7"
"Espoo Tapiola","2022","2","10","05:00","41","0","0.4"
"Espoo Tapiola","2022","2","10","06:00","41","0","0"
"Espoo Tapiola","2022","2","10","07:00","41","0","-1.1"
"Espoo Tapiola","2022","2","10","08:00","41","0","-1.7"
"Espoo Tapiola","2022","2","10","09:00","41","0","-1.1"
"Espoo Tapiola","2022","2","10","10:00","41","0","0.5"
"Espoo Tapiola","2022","2","10","11:00","41","0","1.5"
"Espoo Tapiola","2022","2","10","12:00","41","0","1.7"
"Espoo Tapiola","2022","2","10","13:00","41","0","2.4"
"Espoo Tapiola","2022","2","10","14:00","41","0","2.7"
"Espoo Tapiola","2022","2","10","15:00","41","0","2.6"
"Espoo Tapiola","2022","2","10","16:00","41","0","2.6"
"Espoo Tapiola","2022","2","10","17:00","41","0","2.3"
"Espoo Tapiola","2022","2","10","18:00","41","0","1.2"
"Espoo Tapiola","2022","2","10","19:00","41","0","0.7"
"Espoo Tapiola","2022","2","10","20:00","41","0","-0.2"
"Espoo Tapiola","2022","2","10","21:00","41","0","-0.2"
"Espoo Tapiola","2022","2","10","22:00","41","0","-0.2"
"Espoo Tapiola","2022","2","10","23:00","41","0","-0.5"
"Espoo Tapiola","2022","2","11","00:00","41","0","-0.7"
"Espoo Tapiola","2022","2","11","01:00","41","0","-0.9"
"Espoo Tapiola","2022","2","11","02:00","41","0","-0.9"
"Espoo Tapiola","2022","2","11","03:00","41","0","-1.5"
"Espoo Tapiola","2022","2","11","04:00","41","0","-2.1"
"Espoo Tapiola","2022","2","11","05:00","41","0","-2.2"
"Espoo Tapiola","2022","2","11","06:00","41","0","-2.7"
"Espoo Tapiola","2022","2","11","07:00","41","0","-3.3"
"Espoo Tapiola","2022","2","11","08:00","41","0","-3.5"
"Espoo Tapiola","2022","2","11","09:00","41","0","-3.7"
"Espoo Tapiola","2022","2","11","10:00","41","0","-2.8"
"Espoo Tapiola","2022","2","11","11:00","41","0","-1.3"
"Espoo Tapiola","2022","2","11","12:00","41","0","-0.2"
"Espoo Tapiola","2022","2","11","13:00","41","0","0.2"
"Espoo Tapiola","2022","2","11","14:00","41","0","0.8"
"Espoo Tapiola","2022","2","11","15:00","41","0","1.1"
"Espoo Tapiola","2022","2","11","16:00","41","0","0.3"
"Espoo Tapiola","2022","2","11","17:00","41","0","0.2"
"Espoo Tapiola","2022","2","11","18:00","41","0","-0.4"
"Espoo Tapiola","2022","2","11","19:00","41","0","-1"
"Espoo Tapiola","2022","2","11","20:00","40","0","-1.6"
"Espoo Tapiola","2022","2","11","21:00","41","0","-2.1"
"Espoo Tapiola","2022","2","11","22:00","41","0","-2.5"
"Espoo Tapiola","2022","2","11","23:00","41","0","-2.9"
"Espoo Tapiola","2022","2","12","00:00","41","0","-3.1"
"Espoo Tapiola","2022","2","12","01:00","41","0","-3.1"
"Espoo Tapiola","2022","2","12","02:00","41","0","-3.5"
"Espoo Tapiola","2022","2","12","03:00","41","0","-4.7"
"Espoo Tapiola","2022","2","12","04:00","41","0","-5"
"Espoo Tapiola","2022","2","12","05:00","41","0","-5"
"Espoo Tapiola","2022","2","12","06:00","41","0","-4.6"
"Espoo Tapiola","2022","2","12","07:00","41","0","-2.2"
"Espoo Tapiola","2022","2","12","08:00","41","0","-1.3"
"Espoo Tapiola","2022","2","12","09:00","41","0","-1.5"
"Espoo Tapiola","2022","2","12","10:00","41","0","-1.5"
"Espoo Tapiola","2022","2","12","11:00","41","0","-1.3"
"Espoo Tapiola","2022","2","12","12:00","41","0","-0.1"
"Espoo Tapiola","2022","2","12","13:00","41","0","0.7"
"Espoo Tapiola","2022","2","12","14:00","41","0","1.1"
"Espoo Tapiola","2022","2","12","15:00","41","0","1.5"
"Espoo Tapiola","2022","2","12","16:00","41","0","1.7"
"Espoo Tapiola","2022","2","12","17:00","41","0","1.4"
"Espoo Tapiola","2022","2","12","18:00","41","0","0.7"
"Espoo Tapiola","2022","2","12","19:00","41","0","0.9"
"Espoo Tapiola","2022","2","12","20:00","41","0","0.8"
"Espoo Tapiola","2022","2","12","21:00","41","0","1.2"
"Espoo Tapiola","2022","2","12","22:00","41","0","2.1"
"Espoo Tapiola","2022","2","12","23:00","41","0","2.4"
"Espoo Tapiola","2022","2","13","00:00","41","0","2.3"
"Espoo Tapiola","2022","2","13","01:00","40","0","2.2"
"Espoo Tapiola","2022","2","13","02:00","40","0","2.1"
"Espoo Tapiola","2022","2","13","03:00","40","0","1.8"
"Espoo Tapiola","2022","2","13","04:00","41","0.13","1.3"
"Espoo Tapiola","2022","2","13","05:00","41","0.07","1"
"Espoo Tapiola","2022","2","13","06:00","41","0.07","1.2"
"Espoo Tapiola","2022","2","13","07:00","41","0","1.6"
"Espoo Tapiola","2022","2","13","08:00","40","0","1.7"
"Espoo Tapiola","2022","2","13","09:00","40","0","1.5"
"Espoo Tapiola","2022","2","13","10:00","40","0","1.6"
"Espoo Tapiola","2022","2","13","11:00","40","0","1.6"
"Espoo Tapiola","2022","2","13","12:00","40","0","1.8"
"Espoo Tapiola","2022","2","13","13:00","40","0","1.6"
"Espoo Tapiola","2022","2","13","14:00","40","0.08","1.1"
"Espoo Tapiola","2022","2","13","15:00","40","0.08","1.3"
"Espoo Tapiola","2022","2","13","16:00","40","0.13","1.5"
"Espoo Tapiola","2022","2","13","17:00","40","0.08","1.6"
"Espoo Tapiola","2022","2","13","18:00","40","0.12","1.4"
"Espoo Tapiola","2022","2","13","19:00","40","0.12","1.6"
"Espoo Tapiola","2022","2","13","20:00","40","0.08","1.9"
"Espoo Tapiola","2022","2","13","21:00","39","0","2.1"
"Espoo Tapiola","2022","2","13","22:00","39","0","2.1"
"Espoo Tapiola","2022","2","13","23:00","38","0","2.1"
"Espoo Tapiola","2022","2","14","00:00","38","0.08","2.1"
"Espoo Tapiola","2022","2","14","01:00","38","0","2.1"
"Espoo Tapiola","2022","2","14","02:00","38","0","2.2"
"Espoo Tapiola","2022","2","14","03:00","38","0","2.3"
"Espoo Tapiola","2022","2","14","04:00","38","0","2.3"
"Espoo Tapiola","2022","2","14","05:00","38","0","2.2"
"Espoo Tapiola","2022","2","14","06:00","38","0","2"
"Espoo Tapiola","2022","2","14","07:00","37","0.07","2.2"
"Espoo Tapiola","2022","2","14","08:00","37","0.2","2"
"Espoo Tapiola","2022","2","14","09:00","37","0.07","1.7"
"Espoo Tapiola","2022","2","14","10:00","37","0.08","1.5"
"Espoo Tapiola","2022","2","14","11:00","36","0.05","1.5"
"Espoo Tapiola","2022","2","14","12:00","36","0","1.8"
"Espoo Tapiola","2022","2","14","13:00","36","0","1.8"
"Espoo Tapiola","2022","2","14","14:00","35","0","1.6"
"Espoo Tapiola","2022","2","14","15:00","35","0.13","1.6"
"Espoo Tapiola","2022","2","14","16:00","35","0.28","1.1"
"Espoo Tapiola","2022","2","14","17:00","36","0.38","0.5"
"Espoo Tapiola","2022","2","14","18:00","36","0.17","0.5"
"Espoo Tapiola","2022","2","14","19:00","36","0.13","0.9"
"Espoo Tapiola","2022","2","14","20:00","36","0.1","1.4"
"Espoo Tapiola","2022","2","14","21:00","36","0.07","2"
"Espoo Tapiola","2022","2","14","22:00","36","0.18","1.9"
"Espoo Tapiola","2022","2","14","23:00","-","0.25","2.1"
"Espoo Tapiola","2022","2","15","00:00","-","0.03","2.2"
"Espoo Tapiola","2022","2","15","01:00","35","0.17","2.2"
"Espoo Tapiola","2022","2","15","02:00","35","0","1.7"
"Espoo Tapiola","2022","2","15","03:00","34","0.23","1.9"
"Espoo Tapiola","2022","2","15","04:00","34","0.12","2.1"
"Espoo Tapiola","2022","2","15","05:00","34","0","2"
"Espoo Tapiola","2022","2","15","06:00","34","0","1.8"
"Espoo Tapiola","2022","2","15","07:00","35","0","2.1"
"Espoo Tapiola","2022","2","15","08:00","34","0","2.2"
"Espoo Tapiola","2022","2","15","09:00","34","0","2.4"
"Espoo Tapiola","2022","2","15","10:00","34","0","2.2"
"Espoo Tapiola","2022","2","15","11:00","34","0.42","1.9"
"Espoo Tapiola","2022","2","15","12:00","34","0.3","1.7"
"Espoo Tapiola","2022","2","15","13:00","34","0.22","1.8"
"Espoo Tapiola","2022","2","15","14:00","34","0","1.7"
"Espoo Tapiola","2022","2","15","15:00","34","0","1.5"
"Espoo Tapiola","2022","2","15","16:00","33","0.3","1.3"
"Espoo Tapiola","2022","2","15","17:00","33","0.58","0.5"
"Espoo Tapiola","2022","2","15","18:00","34","0.23","0.8"
"Espoo Tapiola","2022","2","15","19:00","34","0.62","1.2"
"Espoo Tapiola","2022","2","15","20:00","34","0","1.4"
"Espoo Tapiola","2022","2","15","21:00","34","0","1.8"
"Espoo Tapiola","2022","2","15","22:00","34","0.05","1.9"
"Espoo Tapiola","2022","2","15","23:00","34","0","2"
"Espoo Tapiola","2022","2","16","00:00","34","0.07","2.2"
"Espoo Tapiola","2022","2","16","01:00","34","0.17","2.3"
"Espoo Tapiola","2022","2","16","02:00","34","0.05","2.6"
"Espoo Tapiola","2022","2","16","03:00","33","0","2.6"
"Espoo Tapiola","2022","2","16","04:00","33","0","2.3"
"Espoo Tapiola","2022","2","16","05:00","33","0","2.3"
"Espoo Tapiola","2022","2","16","06:00","33","0","2.1"
"Espoo Tapiola","2022","2","16","07:00","33","0","2.2"
"Espoo Tapiola","2022","2","16","08:00","33","0","2.1"
"Espoo Tapiola","2022","2","16","09:00","33","0","1.8"
"Espoo Tapiola","2022","2","16","10:00","33","0","1.8"
"Espoo Tapiola","2022","2","16","11:00","33","0","1.8"
"Espoo Tapiola","2022","2","16","12:00","33","0","1.8"
"Espoo Tapiola","2022","2","16","13:00","33","0","1.9"
"Espoo Tapiola","2022","2","16","14:00","33","0","1.9"
"Espoo Tapiola","2022","2","16","15:00","33","0.37","2"
"Espoo Tapiola","2022","2","16","16:00","33","0.15","1.8"
"Espoo Tapiola","2022","2","16","17:00","33","0.13","1.9"
"Espoo Tapiola","2022","2","16","18:00","33","0.07","1.7"
"Espoo Tapiola","2022","2","16","19:00","33","0","1.8"
"Espoo Tapiola","2022","2","16","20:00","33","0.08","1.8"
"Espoo Tapiola","2022","2","16","21:00","33","0.08","1.7"
"Espoo Tapiola","2022","2","16","22:00","33","0","1.5"
"Espoo Tapiola","2022","2","16","23:00","33","0","1.6"
"Espoo Tapiola","2022","2","17","00:00","32","0.08","1.3"
"Espoo Tapiola","2022","2","17","01:00","32","0.1","1.3"
"Espoo Tapiola","2022","2","17","02:00","32","0.22","1"
"Espoo Tapiola","2022","2","17","03:00","33","0.25","0.4"
"Espoo Tapiola","2022","2","17","04:00","33","0.22","0.4"
"Espoo Tapiola","2022","2","17","05:00","33","0.22","0.4"
"Espoo Tapiola","2022","2","17","06:00","34","0.22","0.6"
"Espoo Tapiola","2022","2","17","07:00","34","0.13","0.6"
"Espoo Tapiola","2022","2","17","08:00","34","0.27","0.7"
"Espoo Tapiola","2022","2","17","09:00","34","0.23","1.4"
"Espoo Tapiola","2022","2","17","10:00","34","0.37","1.9"
"Espoo Tapiola","2022","2","17","11:00","34","0.22","2.2"
"Espoo Tapiola","2022","2","17","12:00","33","0.32","2.6"
"Espoo Tapiola","2022","2","17","13:00","33","0.42","2.7"
"Espoo Tapiola","2022","2","17","14:00","32","0.42","2.5"
"Espoo Tapiola","2022","2","17","15:00","32","0.32","2.3"
"Espoo Tapiola","2022","2","17","16:00","32","0.37","2.2"
"Espoo Tapiola","2022","2","17","17:00","31","0.32","1.8"
"Espoo Tapiola","2022","2","17","18:00","31","0.22","1.5"
"Espoo Tapiola","2022","2","17","19:00","32","0.23","0.6"
"Espoo Tapiola","2022","2","17","20:00","32","0.18","0.6"
"Espoo Tapiola","2022","2","17","21:00","33","0.17","0.7"
"Espoo Tapiola","2022","2","17","22:00","33","0.17","0.8"
"Espoo Tapiola","2022","2","17","23:00","33","0.08","0.8"
"Espoo Tapiola","2022","2","18","00:00","33","0","0.9"
"Espoo Tapiola","2022","2","18","01:00","32","0","0.8"
"Espoo Tapiola","2022","2","18","02:00","32","0","0.5"
"Espoo Tapiola","2022","2","18","03:00","32","0","0"
"Espoo Tapiola","2022","2","18","04:00","32","0","-0.6"
"Espoo Tapiola","2022","2","18","05:00","32","0","-1"
"Espoo Tapiola","2022","2","18","06:00","32","0","-1.2"
"Espoo Tapiola","2022","2","18","07:00","32","0","-0.9"
"Espoo Tapiola","2022","2","18","08:00","32","0","-0.5"
"Espoo Tapiola","2022","2","18","09:00","32","0","-0.3"
"Espoo Tapiola","2022","2","18","10:00","32","0","0.1"
"Espoo Tapiola","2022","2","18","11:00","32","0","0.1"
"Espoo Tapiola","2022","2","18","12:00","32","0.13","0.2"
"Espoo Tapiola","2022","2","18","13:00","32","0","0.4"
"Espoo Tapiola","2022","2","18","14:00","32","0","0.2"
"Espoo Tapiola","2022","2","18","15:00","32","0","0.4"
"Espoo Tapiola","2022","2","18","16:00","32","0","0"
"Espoo Tapiola","2022","2","18","17:00","32","0","-0.1"
"Espoo Tapiola","2022","2","18","18:00","32","0","0.2"
"Espoo Tapiola","2022","2","18","19:00","32","0","0.2"
"Espoo Tapiola","2022","2","18","20:00","32","0","0.2"
"Espoo Tapiola","2022","2","18","21:00","32","0","0.2"
"Espoo Tapiola","2022","2","18","22:00","32","0","-0.1"
"Espoo Tapiola","2022","2","18","23:00","32","0","-1.2"
"Espoo Tapiola","2022","2","19","00:00","32","0","-2.3"
"Espoo Tapiola","2022","2","19","01:00","32","0","-2.4"
"Espoo Tapiola","2022","2","19","02:00","32","0","-3"
"Espoo Tapiola","2022","2","19","03:00","32","0","0.4"
"Espoo Tapiola","2022","2","19","04:00","32","0","0.5"
"Espoo Tapiola","2022","2","19","05:00","32","0","0.4"
"Espoo Tapiola","2022","2","19","06:00","32","0","0.5"
"Espoo Tapiola","2022","2","19","07:00","32","0","0.7"
"Espoo Tapiola","2022","2","19","08:00","32","0","0.8"
"Espoo Tapiola","2022","2","19","09:00","32","0.12","0.8"
"Espoo Tapiola","2022","2","19","10:00","32","0","1"
"Espoo Tapiola","2022","2","19","11:00","32","0.07","1"
"Espoo Tapiola","2022","2","19","12:00","32","0.07","0.8"
"Espoo Tapiola","2022","2","19","13:00","32","0.07","0.9"
"Espoo Tapiola","2022","2","19","14:00","32","0","1.1"
"Espoo Tapiola","2022","2","19","15:00","32","0","1.1"
"Espoo Tapiola","2022","2","19","16:00","32","0","0.9"
"Espoo Tapiola","2022","2","19","17:00","32","0","0.8"
"Espoo Tapiola","2022","2","19","18:00","32","0","0.5"
"Espoo Tapiola","2022","2","19","19:00","32","0","-0.4"
"Espoo Tapiola","2022","2","19","20:00","32","0","-1.2"
"Espoo Tapiola","2022","2","19","21:00","32","0","-1.8"
"Espoo Tapiola","2022","2","19","22:00","32","0","-2.1"
"Espoo Tapiola","2022","2","19","23:00","32","0","-2.4"
"Espoo Tapiola","2022","2","20","00:00","32","0","-2.6"
"Espoo Tapiola","2022","2","20","01:00","32","0","-2.1"
"Espoo Tapiola","2022","2","20","02:00","32","0","-1.8"
"Espoo Tapiola","2022","2","20","03:00","32","0","-1.6"
"Espoo Tapiola","2022","2","20","04:00","32","0","-1.7"
"Espoo Tapiola","2022","2","20","05:00","32","0","-2.2"
"Espoo Tapiola","2022","2","20","06:00","32","0","-2.6"
"Espoo Tapiola","2022","2","20","07:00","32","0","-3.8"
"Espoo Tapiola","2022","2","20","08:00","32","0","-2"
"Espoo Tapiola","2022","2","20","09:00","32","0","-1.9"
"Espoo Tapiola","2022","2","20","10:00","32","0","-1"
"Espoo Tapiola","2022","2","20","11:00","32","0","0.3"
"Espoo Tapiola","2022","2","20","12:00","32","0","0.6"
"Espoo Tapiola","2022","2","20","13:00","32","0","0.9"
"Espoo Tapiola","2022","2","20","14:00","32","0","0.7"
"Espoo Tapiola","2022","2","20","15:00","32","0","0.6"
"Espoo Tapiola","2022","2","20","16:00","32","0","0.5"
"Espoo Tapiola","2022","2","20","17:00","32","0","0.4"
"Espoo Tapiola","2022","2","20","18:00","32","0","-0.3"
"Espoo Tapiola","2022","2","20","19:00","32","0","-1.1"
"Espoo Tapiola","2022","2","20","20:00","32","0","-2"
"Espoo Tapiola","2022","2","20","21:00","32","0","-3.4"
"Espoo Tapiola","2022","2","20","22:00","32","0","-2.7"
"Espoo Tapiola","2022","2","20","23:00","32","0","-2.5"
"Espoo Tapiola","2022","2","21","00:00","32","0","-1.6"
"Espoo Tapiola","2022","2","21","01:00","32","0","-1.2"
"Espoo Tapiola","2022","2","21","02:00","32","0","-0.5"
"Espoo Tapiola","2022","2","21","03:00","32","0","-0.6"
"Espoo Tapiola","2022","2","21","04:00","32","0","-0.4"
"Espoo Tapiola","2022","2","21","05:00","32","0","-0.7"
"Espoo Tapiola","2022","2","21","06:00","32","0","-0.7"
"Espoo Tapiola","2022","2","21","07:00","32","0","-0.9"
"Espoo Tapiola","2022","2","21","08:00","32","0","-0.8"
"Espoo Tapiola","2022","2","21","09:00","32","0","-0.7"
"Espoo Tapiola","2022","2","21","10:00","32","0","-0.7"
"Espoo Tapiola","2022","2","21","11:00","32","0","-0.6"
"Espoo Tapiola","2022","2","21","12:00","32","0","-0.5"
"Espoo Tapiola","2022","2","21","13:00","32","0","-0.3"
"Espoo Tapiola","2022","2","21","14:00","32","0.18","-0.3"
"Espoo Tapiola","2022","2","21","15:00","35","0.42","-1.1"
"Espoo Tapiola","2022","2","21","16:00","37","0.38","-0.9"
"Espoo Tapiola","2022","2","21","17:00","39","0.42","-0.8"
"Espoo Tapiola","2022","2","21","18:00","40","0.47","-0.5"
"Espoo Tapiola","2022","2","21","19:00","44","0.47","-0.3"
"Espoo Tapiola","2022","2","21","20:00","46","0.37","-0.2"
"Espoo Tapiola","2022","2","21","21:00","47","0.38","-0.1"
"Espoo Tapiola","2022","2","21","22:00","48","0.5","0"
"Espoo Tapiola","2022","2","21","23:00","49","0.45","0"
"Espoo Tapiola","2022","2","22","00:00","50","0.38","0.1"
"Espoo Tapiola","2022","2","22","01:00","51","0.68","0.1"
"Espoo Tapiola","2022","2","22","02:00","54","0.63","0"
"Espoo Tapiola","2022","2","22","03:00","54","0.68","0"
"Espoo Tapiola","2022","2","22","04:00","56","0.35","0.1"
"Espoo Tapiola","2022","2","22","05:00","57","0.25","0.1"
"Espoo Tapiola","2022","2","22","06:00","57","0.13","0"
"Espoo Tapiola","2022","2","22","07:00","56","0.08","-0.3"
"Espoo Tapiola","2022","2","22","08:00","56","0.08","-1.1"
"Espoo Tapiola","2022","2","22","09:00","56","0","-1.8"
"Espoo Tapiola","2022","2","22","10:00","56","0","-2.4"
"Espoo Tapiola","2022","2","22","11:00","56","0","-3"
"Espoo Tapiola","2022","2","22","12:00","55","0","-3.1"
"Espoo Tapiola","2022","2","22","13:00","55","0","-3.1"
"Espoo Tapiola","2022","2","22","14:00","55","0","-3"
"Espoo Tapiola","2022","2","22","15:00","56","0.1","-3.3"
"Espoo Tapiola","2022","2","22","16:00","56","0.08","-3.5"
"Espoo Tapiola","2022","2","22","17:00","56","0.08","-3.6"
"Espoo Tapiola","2022","2","22","18:00","56","0","-4"
"Espoo Tapiola","2022","2","22","19:00","56","0","-4.3"
"Espoo Tapiola","2022","2","22","20:00","56","0","-4.6"
"Espoo Tapiola","2022","2","22","21:00","56","0","-5.1"
"Espoo Tapiola","2022","2","22","22:00","56","0","-6.2"
"Espoo Tapiola","2022","2","22","23:00","56","0","-7.3"
"Espoo Tapiola","2022","2","23","00:00","56","0","-7.9"
"Espoo Tapiola","2022","2","23","01:00","56","0","-8.6"
"Espoo Tapiola","2022","2","23","02:00","56","0","-9.7"
"Espoo Tapiola","2022","2","23","03:00","56","0","-10.1"
"Espoo Tapiola","2022","2","23","04:00","56","0","-11.9"
"Espoo Tapiola","2022","2","23","05:00","56","0","-12.6"
"Espoo Tapiola","2022","2","23","06:00","56","0","-13.2"
"Espoo Tapiola","2022","2","23","07:00","56","0","-13"
"Espoo Tapiola","2022","2","23","08:00","56","0","-12.4"
"Espoo Tapiola","2022","2","23","09:00","56","0","-11.7"
"Espoo Tapiola","2022","2","23","10:00","56","0","-10.7"
"Espoo Tapiola","2022","2","23","11:00","56","0","-9.3"
"Espoo Tapiola","2022","2","23","12:00","56","0","-8.2"
"Espoo Tapiola","2022","2","23","13:00","56","0","-6.5"
"Espoo Tapiola","2022","2","23","14:00","56","0","-6"
"Espoo Tapiola","2022","2","23","15:00","56","0","-5"
"Espoo Tapiola","2022","2","23","16:00","56","0","-4.4"
"Espoo Tapiola","2022","2","23","17:00","56","0","-4.5"
"Espoo Tapiola","2022","2","23","18:00","56","0","-5"
"Espoo Tapiola","2022","2","23","19:00","56","0","-5.7"
"Espoo Tapiola","2022","2","23","20:00","56","0","-6.4"
"Espoo Tapiola","2022","2","23","21:00","55","0","-7"
"Espoo Tapiola","2022","2","23","22:00","56","0","-2.6"
"Espoo Tapiola","2022","2","23","23:00","55","0","-0.9"
"Espoo Tapiola","2022","2","24","00:00","55","0","-0.5"
"Espoo Tapiola","2022","2","24","01:00","55","0","-0.4"
"Espoo Tapiola","2022","2","24","02:00","55","0","-0.4"
"Espoo Tapiola","2022","2","24","03:00","55","0","-0.1"
"Espoo Tapiola","2022","2","24","04:00","54","0","0"
"Espoo Tapiola","2022","2","24","05:00","54","0","0.4"
"Espoo Tapiola","2022","2","24","06:00","55","0","0.6"
